SchoolID	SchoolName	non1	non2	non3	GovID	TownID	VillageID
1253	حلوان 1                                                                                             	NULL	NULL	NULL	33	3769	827
1254	حلوان 2                                                                                             	NULL	NULL	NULL	33	3769	828
1255	حلوان 3                                                                                             	NULL	NULL	NULL	33	3769	829
1256	حلوان 4                                                                                             	NULL	NULL	NULL	33	3769	830
1257	حلوان 5                                                                                             	NULL	NULL	NULL	33	3769	831
1258	حلوان 6                                                                                             	NULL	NULL	NULL	33	3769	832
1259	حلوان 7                                                                                             	NULL	NULL	NULL	33	3769	833
1260	حلوان 8                                                                                             	NULL	NULL	NULL	33	3769	834
1261	حلوان 9                                                                                             	NULL	NULL	NULL	33	3769	835
1262	صديق المنشاوي 1                                                                                     	NULL	NULL	NULL	33	3769	836
1263	صديق المنشاوي 2                                                                                     	NULL	NULL	NULL	33	3769	837
1264	عرب التمبكية                                                                                        	NULL	NULL	NULL	33	3768	838
1265	عرب الخور                                                                                           	NULL	NULL	NULL	33	3768	839
1266	عرب الصابحة 1                                                                                       	NULL	NULL	NULL	33	3769	840
1267	عزبة حلوان                                                                                          	NULL	NULL	NULL	33	3769	841
1268	عزبة رضوان                                                                                          	NULL	NULL	NULL	33	3769	842
1269	عزبة سعد 1                                                                                          	NULL	NULL	NULL	33	3769	811
1270	عزبة سعد 2                                                                                          	NULL	NULL	NULL	33	3769	811
1271	عزبة سعد 3                                                                                          	NULL	NULL	NULL	33	3769	811
1272	عزبة سعد 4                                                                                          	NULL	NULL	NULL	33	3769	811
1273	عزبة سعد 5                                                                                          	NULL	NULL	NULL	33	3769	811
1274	عزبة سعد 6                                                                                          	NULL	NULL	NULL	33	3769	811
1275	عزبة سعد 7                                                                                          	NULL	NULL	NULL	33	3769	811
1276	عصر 1                                                                                               	NULL	NULL	NULL	33	3769	843
1277	عصر 2                                                                                               	NULL	NULL	NULL	33	3769	844
1278	عصر 3                                                                                               	NULL	NULL	NULL	33	3769	845
1279	علي السوالمي                                                                                        	NULL	NULL	NULL	33	3769	846
1280	فارس                                                                                                	NULL	NULL	NULL	33	3769	847
1281	فارس الخير                                                                                          	NULL	NULL	NULL	33	3769	848
1282	محمود كساب                                                                                          	NULL	NULL	NULL	33	3769	849
1283	مزاته شرق صديقة                                                                                     	NULL	NULL	NULL	33	3769	850
1284	مزاته شرق مجتمع                                                                                     	NULL	NULL	NULL	33	3769	850
1285	نجع ابو سرور                                                                                        	NULL	NULL	NULL	33	3769	851
1286	نجع البرج اولاد خلف                                                                                 	NULL	NULL	NULL	33	3769	852
1287	نجع الخور                                                                                           	NULL	NULL	NULL	33	3768	853
1288	نجع الدير شرق                                                                                       	NULL	NULL	NULL	33	3769	854
1289	نجع الساقية                                                                                         	NULL	NULL	NULL	33	3768	855
1290	نجع السكن اولاد خلف                                                                                 	NULL	NULL	NULL	33	3769	856
1291	نجع القط 1                                                                                          	NULL	NULL	NULL	33	3769	857
1292	نجع القط 2                                                                                          	NULL	NULL	NULL	33	3769	858
1293	نجع المراعي                                                                                         	NULL	NULL	NULL	33	3769	859
1294	نجع المصلحة                                                                                         	NULL	NULL	NULL	33	3769	860
1295	نجع الملاقط                                                                                         	NULL	NULL	NULL	33	3768	861
1296	نجع جبره                                                                                            	NULL	NULL	NULL	33	3769	862
1297	نجع عمران                                                                                           	NULL	NULL	NULL	33	3768	863
1298	نجع عمران 1                                                                                         	NULL	NULL	NULL	33	3769	822
1299	نجع عمران 2                                                                                         	NULL	NULL	NULL	33	3769	822
1300	نجع عمران 3                                                                                         	NULL	NULL	NULL	33	3769	822
1301	نجع عمران 4                                                                                         	NULL	NULL	NULL	33	3769	822
1302	نجع عمران 5                                                                                         	NULL	NULL	NULL	33	3769	822
1303	نجع عميرة                                                                                           	NULL	NULL	NULL	33	3768	864
1304	نجع كمال كامل                                                                                       	NULL	NULL	NULL	33	3769	865
1305	نجع محمد عبد المنعم                                                                                 	NULL	NULL	NULL	33	3769	867
1306	نجع محمد عليو                                                                                       	NULL	NULL	NULL	33	3769	868
1307	نيدة                                                                                                	NULL	NULL	NULL	33	3768	869
